From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
ABB58494.1	Q31KC5	reviewed	NANE_SYNE7	Putative N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9) (ManNAc-6-P epimerase)	nanE Synpcc7942_2464	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	232
ABB58495.1	Q31KC4	unreviewed	Q31KC4_SYNE7	Uncharacterized protein	Synpcc7942_2465	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	83
ABB58496.1	Q31KC3	unreviewed	Q31KC3_SYNE7	Two component transcriptional regulator, winged helix family	Synpcc7942_2466	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	235
ABB58497.1	Q31KC2	unreviewed	Q31KC2_SYNE7	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	aroE Synpcc7942_2467	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	288
ABB58498.1	P50021	reviewed	DNAK2_SYNE7	Chaperone protein dnaK2 (HSP70-2) (Heat shock 70 kDa protein 2) (Heat shock protein 70-2)	dnaK2 Synpcc7942_2468	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	634
ABB58499.1	Q31KC0	unreviewed	Q31KC0_SYNE7	Uncharacterized protein	Synpcc7942_2469	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	256
ABB58500.1	Q31KB9	unreviewed	Q31KB9_SYNE7	Transporter	Synpcc7942_2470	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	255
ABB58501.1	Q8GIR7	reviewed	NUSB_SYNE7	Transcription antitermination protein NusB (Antitermination factor NusB)	nusB Synpcc7942_2471 seb0055	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	213
ABB58502.1	Q31KB7	unreviewed	Q31KB7_SYNE7	Signal recognition particle receptor FtsY (SRP receptor)	ftsY Synpcc7942_2472	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	518
ABB58503.1	Q8GIR9	unreviewed	Q8GIR9_SYNE7	Serine phosphatase	SEB0053 Synpcc7942_2473	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	462
ABB58504.1	Q8GIS0	unreviewed	Q8GIS0_SYNE7	Uncharacterized protein	SEB0052 Synpcc7942_2474	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	53
ABB58505.1	Q8GIS1	reviewed	ARLY_SYNE7	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	argH Synpcc7942_2475 seb0051	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	466
ABB58506.1	Q31KB3	unreviewed	Q31KB3_SYNE7	Uncharacterized protein	Synpcc7942_2476	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	111
ABB58507.1	Q8GIS3	unreviewed	Q8GIS3_SYNE7	Cell division inhibitor	SEA0049 Synpcc7942_2477	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	298
ABB58508.1	Q8GIS4	unreviewed	Q8GIS4_SYNE7	Photosystem II reaction center Psb28 protein	psbW Synpcc7942_2478	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	124
ABB58509.1	Q31KB0	unreviewed	Q31KB0_SYNE7	Pilin-like protein	Synpcc7942_2479	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	188
ABB58510.1	Q8GIS6	unreviewed	Q8GIS6_SYNE7	Prolyl 4-hydroxylase, alpha subunit	SEA0046 Synpcc7942_2480	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	300
ABB58511.1	Q8GIS7	unreviewed	Q8GIS7_SYNE7	Prepilin-type N-terminal cleavage/methylation domain-containing protein	SEA0045 Synpcc7942_2481	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	410
ABB58512.1	Q8GIS8	unreviewed	Q8GIS8_SYNE7	Type II secretion system protein	SEA0044 Synpcc7942_2482	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	197
ABB58513.1	Q31KA6	unreviewed	Q31KA6_SYNE7	Type 4 fimbrial biogenesis protein PilX N-terminal domain-containing protein	Synpcc7942_2483	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	494
ABB58514.1	Q8GIT0	unreviewed	Q8GIT0_SYNE7	Uncharacterized protein	SEA0042 Synpcc7942_2484	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	230
ABB58515.1	Q8GIT1	unreviewed	Q8GIT1_SYNE7	Pilin-like protein	SEA0041 Synpcc7942_2485	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	197
ABB58516.1	Q8GIT2	unreviewed	Q8GIT2_SYNE7	Type 4 fimbrial biogenesis protein PilX N-terminal domain-containing protein	SEA0040 Synpcc7942_2486	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	526
ABB58517.1	Q8GIT3	reviewed	NDHO_SYNE7	NAD(P)H-quinone oxidoreductase subunit O (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit O) (NDH-1 subunit O) (NDH-O)	ndhO Synpcc7942_2487	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	72
ABB58518.1	Q31KA1	unreviewed	Q31KA1_SYNE7	Uncharacterized protein	Synpcc7942_2488	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	202
ABB58519.1	Q31KA0	unreviewed	Q31KA0_SYNE7	Uncharacterized protein	Synpcc7942_2489	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	91
ABB58520.1	Q8GIT6	reviewed	MIAA_SYNE7	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	miaA Synpcc7942_2490 sea0036	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	306
ABB58521.1	Q8GIT7	unreviewed	Q8GIT7_SYNE7	DNA gyrase subunit B (EC 5.6.2.2)	SEB0035 gyrB Synpcc7942_2491	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	645
ABB58522.1	Q31K97	unreviewed	Q31K97_SYNE7	ATPase	Synpcc7942_2492	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	237
ABB58523.1	Q8GIU0	unreviewed	Q8GIU0_SYNE7	ATPase	SEA0032 Synpcc7942_2493	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	253
ABB58524.1	Q8GIU1	unreviewed	Q8GIU1_SYNE7	Branched-chain amino acid ABC transporter, permease protein	SEA0031 Synpcc7942_2494	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	307
ABB58525.1	Q935W9	unreviewed	Q935W9_SYNE7	Integral membrane protein of the ABC-type Nat permease for neutral amino acids NatD (LivH)	livH Synpcc7942_2495	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	313
ABB58526.1	Q935X0	unreviewed	Q935X0_SYNE7	Branched-chain amino-acid ABC transport system periplasmic binding protein (LivJ)	SEA0029 Synpcc7942_2496	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	399
ABB58527.1	P50590	reviewed	NDK_SYNE7	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk Synpcc7942_2497 sea0028	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	149
ABB58528.1	Q54704	unreviewed	Q54704_SYNE7	Band 7 protein	SEA0027 Synpcc7942_2498	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	414
ABB58529.1	Q54705	unreviewed	Q54705_SYNE7	Band 7 protein	SEA0026 Synpcc7942_2499	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	446
ABB58530.1	Q31K89	unreviewed	Q31K89_SYNE7	NfeD-like C-terminal domain-containing protein	Synpcc7942_2500	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	206
ABB58531.1	Q935X2	unreviewed	Q935X2_SYNE7	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	SEB0024 Synpcc7942_2501	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	354
ABB58532.1	Q31K87	unreviewed	Q31K87_SYNE7	Hrp-dependent type III effector protein	Synpcc7942_2502	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	437
ABB58533.1	Q935X4	unreviewed	Q935X4_SYNE7	NADPH-protochlorophyllide oxidoreductase (EC 1.3.1.33)	SEA0022 Synpcc7942_2503	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	321
ABB58534.1	Q31K85	unreviewed	Q31K85_SYNE7	Lipoprotein	Synpcc7942_2504	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	134
ABB58535.1	Q935X6	unreviewed	Q935X6_SYNE7	Caffeoyl-CoA O-methyltransferase (EC 2.1.1.104) (CamT)	SEB0020 Synpcc7942_2505	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	218
ABB58536.1	Q55309	reviewed	CYSH_SYNE7	Phosphoadenosine 5'-phosphosulfate reductase (PAPS reductase) (EC 1.8.4.8) (3'-phosphoadenylylsulfate reductase) (PAPS reductase, thioredoxin dependent) (PAPS sulfotransferase) (PAdoPS reductase)	cysH par Synpcc7942_2506 sea0019	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	232
ABB58537.1	Q31K82	unreviewed	Q31K82_SYNE7	Uncharacterized protein	Synpcc7942_2507	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	86
ABB58538.1	Q935X8	unreviewed	Q935X8_SYNE7	DhnA (EC 1.6.99.3) (Type 2 NADH dehydrogenase NdbB)	SEB0018 Synpcc7942_2508	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	398
ABB58539.1	Q31K80	unreviewed	Q31K80_SYNE7	HAD-superfamily IA hydrolase, REG-2-like	Synpcc7942_2509	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	217
ABB58540.1	Q935Y0	unreviewed	Q935Y0_SYNE7	Bacterial translation initiation factor 1 (BIF-1) (InfA)	SEB0016 Synpcc7942_2510	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	70
ABB58541.1	Q935Y1	unreviewed	Q935Y1_SYNE7	Coenzyme Q-binding protein COQ10 START domain-containing protein	SEA0015 Synpcc7942_2511	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	167
ABB58542.1	Q935Y2	reviewed	RIMO_SYNE7	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO Synpcc7942_2512	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	452
ABB58543.1	Q31K76	unreviewed	Q31K76_SYNE7	Photosystem I assembly BtpA	Synpcc7942_2513	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	294
ABB58544.1	Q935Y4	reviewed	OTC_SYNE7	Ornithine carbamoyltransferase (OTCase) (EC 2.1.3.3)	argF Synpcc7942_2514 seb0012	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	305
ABB58545.1	Q31K74	unreviewed	Q31K74_SYNE7	DNA 3'-5' helicase (EC 5.6.2.4)	Synpcc7942_2515	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	755
ABB58546.1	Q31K73	unreviewed	Q31K73_SYNE7	BON domain-containing protein	Synpcc7942_2516	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	79
ABB58547.1	Q31K72	unreviewed	Q31K72_SYNE7	Uncharacterized protein	Synpcc7942_2517	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	232
ABB58548.1	Q935Y7	reviewed	GLGA_SYNE7	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA Synpcc7942_2518 sea0009	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	465
ABB58549.1	Q31K70	unreviewed	Q31K70_SYNE7	Diguanylate cyclase/phosphodiesterase	Synpcc7942_2519	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	901
ABB58550.1	Q31K69	unreviewed	Q31K69_SYNE7	Lysine decarboxylase	Synpcc7942_2520	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	236
ABB58551.1	Q935Z1	unreviewed	Q935Z1_SYNE7	Nucleotide binding protein, PINc (PhoH)	SEA0005 Synpcc7942_2521	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	442
ABB58552.1	Q935Z2	reviewed	GPDA_SYNE7	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	gpsA Synpcc7942_2522 sea0004	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	308
ABB58553.1	Q31K66	unreviewed	Q31K66_SYNE7	Uncharacterized protein	Synpcc7942_2523	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	85
ABB58554.1	Q935Z3	reviewed	TIG_SYNE7	Trigger factor (TF) (EC 5.2.1.8) (PPIase)	tig Synpcc7942_2524 seb0003	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	474
ABB58555.1	O34125	reviewed	CLPP2_SYNE7	ATP-dependent Clp protease proteolytic subunit 2 (EC 3.4.21.92) (Endopeptidase Clp 2)	clpP2 Synpcc7942_2525 seb0002	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	240
ABB58556.1	O34126	reviewed	CLPX_SYNE7	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX Synpcc7942_2526	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	449
ABB58557.1	Q31K62	unreviewed	Q31K62_SYNE7	Esterase-like	Synpcc7942_2527	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	280
ABB58558.1	Q31K61	unreviewed	Q31K61_SYNE7	LRAT domain-containing protein	Synpcc7942_2528	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	228
ABB58559.1	Q31K60	unreviewed	Q31K60_SYNE7	DUF4278 domain-containing protein	Synpcc7942_2529	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	94
ABB58560.1	Q31K59	reviewed	RS2_SYNE7	Small ribosomal subunit protein uS2 (30S ribosomal protein S2)	rpsB rps2 Synpcc7942_2530	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	251
ABB58561.1	Q31K58	reviewed	EFTS_SYNE7	Elongation factor Ts (EF-Ts)	tsf Synpcc7942_2531	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	221
ABB58562.1	Q31K57	unreviewed	Q31K57_SYNE7	AB hydrolase-1 domain-containing protein	Synpcc7942_2532	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	299
ABB58563.1	Q31K56	unreviewed	Q31K56_SYNE7	Uncharacterized protein	Synpcc7942_2533	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	126
ABB58564.1	Q31K55	unreviewed	Q31K55_SYNE7	Diguanylate cyclase with GAF sensor	Synpcc7942_2534	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	421
ABB58565.1	Q31K54	unreviewed	Q31K54_SYNE7	Diguanylate cyclase (GGDEF domain) with PAS/PAC and GAF sensors	Synpcc7942_2535	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	1099
ABB58566.1	Q31K53	unreviewed	Q31K53_SYNE7	Heat shock protein DnaJ-like	Synpcc7942_2536	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	177
ABB58567.1	Q9L4P3	reviewed	CLPP3_SYNE7	ATP-dependent Clp protease proteolytic subunit 3 (EC 3.4.21.92) (Endopeptidase Clp 3)	clpP3 Synpcc7942_2537	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	199
ABB58568.1	Q9L4P4	reviewed	CLPR_SYNE7	Putative ATP-dependent Clp protease proteolytic subunit-like (Endopeptidase Clp-like)	clpR Synpcc7942_2538	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	228
ABB58569.1	Q31K50	unreviewed	Q31K50_SYNE7	Thioredoxin domain-containing protein	Synpcc7942_2539	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	181
ABB58570.1	Q31K49	unreviewed	Q31K49_SYNE7	Blue-copper-protein-like protein	Synpcc7942_2540	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	153
ABB58571.1	Q31K48	reviewed	RL19_SYNE7	Large ribosomal subunit protein bL19 (50S ribosomal protein L19)	rplS rpl19 Synpcc7942_2541	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	120
ABB58572.1	Q31K47	unreviewed	Q31K47_SYNE7	Cytochrome c6	Synpcc7942_2542	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	115
ABB58573.1	Q31K46	unreviewed	Q31K46_SYNE7	Type-4 uracil-DNA glycosylase (EC 3.2.2.27)	Synpcc7942_2543	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	235
ABB58574.1	Q31K45	unreviewed	Q31K45_SYNE7	VOC domain-containing protein	Synpcc7942_2544	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	129
ABB58575.1	Q31K44	unreviewed	Q31K44_SYNE7	Aminotransferase (EC 2.6.1.-)	Synpcc7942_2545	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	392
ABB58576.1	Q31K43	unreviewed	Q31K43_SYNE7	SGNH hydrolase-type esterase domain-containing protein	Synpcc7942_2546	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	239
ABB58577.1	Q31K42	unreviewed	Q31K42_SYNE7	Uncharacterized protein	Synpcc7942_2547	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	106
ABB58578.1	Q31K41	unreviewed	Q31K41_SYNE7	3-isopropylmalate dehydratase (EC 4.2.1.33)	Synpcc7942_2548	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	202
ABB58579.1	Q31K40	unreviewed	Q31K40_SYNE7	Uncharacterized protein	Synpcc7942_2549	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	84
ABB58580.1	Q31K39	unreviewed	Q31K39_SYNE7	ATP-binding protein	Synpcc7942_2550	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	357
ABB58581.1	Q31K38	unreviewed	Q31K38_SYNE7	Carbamoyltransferase (EC 6.2.-.-)	Synpcc7942_2551	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	770
ABB58582.1	Q31K37	unreviewed	Q31K37_SYNE7	Hydrogenase accessory protein HypB	Synpcc7942_2552	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	242
ABB58583.1	Q31K36	reviewed	HYPA_SYNE7	Hydrogenase maturation factor HypA	hypA Synpcc7942_2553	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	112
ABB58584.1	Q31K35	unreviewed	Q31K35_SYNE7	Hydrogenase maturation protease	Synpcc7942_2554	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	152
ABB58585.1	Q31K34	unreviewed	Q31K34_SYNE7	NAD-reducing hydrogenase HoxS beta subunit	Synpcc7942_2555	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	476
ABB58586.1	Q31K33	unreviewed	Q31K33_SYNE7	NAD-reducing hydrogenase HoxS delta subunit	Synpcc7942_2556	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	184
ABB58587.1	Q31K32	unreviewed	Q31K32_SYNE7	NAD-reducing hydrogenase HoxS gamma subunit	Synpcc7942_2557	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	238
ABB58588.1	Q31K31	unreviewed	Q31K31_SYNE7	Cysteine desulfurase NifS	Synpcc7942_2558	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	388
ABB58589.1	Q31K30	reviewed	RL9_SYNE7	Large ribosomal subunit protein bL9 (50S ribosomal protein L9)	rplI rpl9 Synpcc7942_2559	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	152
ABB58590.1	Q31K29	unreviewed	Q31K29_SYNE7	Acetyltransferase, GNAT family	Synpcc7942_2560	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	186
ABB58591.1	Q31K28	unreviewed	Q31K28_SYNE7	Delta-9 acyl-phospholipid desaturase (EC 1.14.19.-)	Synpcc7942_2561	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	278
ABB58592.1	Q54763	unreviewed	Q54763_SYNE7	Aluminum resistance protein-like	Synpcc7942_2562	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	409
ABB58593.1	Q54762	unreviewed	Q54762_SYNE7	Exonuclease SbcC	Synpcc7942_2563	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	1000
ABB58594.1	Q54761	unreviewed	Q54761_SYNE7	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	accB Synpcc7942_2564	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	158
ABB58595.1	Q54760	reviewed	EFP_SYNE7	Elongation factor P (EF-P)	efp Synpcc7942_2565	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	185
ABB58596.1	Q31K23	unreviewed	Q31K23_SYNE7	peptidylprolyl isomerase (EC 5.2.1.8)	Synpcc7942_2566	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	365
ABB58597.1	Q54757	reviewed	THIL_SYNE7	Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) (EC 2.7.4.16)	thiL Synpcc7942_2567	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	327
ABB58598.1	Q31K21	unreviewed	Q31K21_SYNE7	Uncharacterized protein	Synpcc7942_2568	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	157
ABB58599.1	Q31K20	reviewed	PYRF_SYNE7	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	pyrF Synpcc7942_2569	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	240
ABB58600.1	Q31K19	reviewed	SYY_SYNE7	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS Synpcc7942_2570	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	402
ABB58601.1	Q31K18	unreviewed	Q31K18_SYNE7	peptidoglycan glycosyltransferase (EC 2.4.1.129)	Synpcc7942_2571	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	625
ABB58602.1	Q31K17	unreviewed	Q31K17_SYNE7	DUF1825 domain-containing protein	Synpcc7942_2572	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	105
