Experiment,Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,R1,R2,Swift,publication,biosample_strain,biosample_genotype,project,condition,reference_condition,post_induction_time,strain_description,base_media,carbon_source,carbon_ml/min,nitrogen_source,inducer_agent,aerobicity,inoculation,supplement,temperature,entrainment,post_entrainment_condition,growth_phase,OD_wavelength,OD,fluorescent light,light_flux_umol/m2/s,skip,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation
SRX359377,SRR1001861,2013-12-04 16:41:15,2013-09-24 07:27:22,11572325,590188575,0,51,321,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/001/SRR1001861/SRR1001861.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP030395,PRJNA221220,2,221220,SRS487012,SAMN02362686,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM1238993,,,,,,,no,,,,,GEO,SRA103947,,public,FC708A0CDFCA7F984F72EB3D640D8F40,6678A290E9D31CFF41F5FAB32068321E,,,,24315105,EOC346,,clock,kaiBC-_IPTG_12h,wt_24h,12h,,,,,,,,,,,,,,,,,,,True,True,True
SRX359378,SRR1001862,2013-12-04 16:41:15,2013-09-24 07:26:56,10314218,526025118,0,51,286,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/001/SRR1001862/SRR1001862.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP030395,PRJNA221220,2,221220,SRS487013,SAMN02362685,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM1238994,,,,,,,no,,,,,GEO,SRA103947,,public,8FE395A75EAB4F3FC6A4281A4FBD0167,FBA684992626A6C5A12153EE19488C7A,,,,24315105,EOC346,,clock,kaiBC-_00h,wt_24h,0h,,,,,,,,,,,,,,,,,,,True,True,True
SRX359379,SRR1001863,2013-12-04 16:41:15,2013-09-24 07:26:52,9545489,486819939,0,51,262,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/001/SRR1001863/SRR1001863.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP030395,PRJNA221220,2,221220,SRS487014,SAMN02362693,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM1238995,,,,,,,no,,,,,GEO,SRA103947,,public,063289C8C376372667B8EA6EACF8C732,1578203C42FE51CAD8E19FBB5F7417EE,,,,24315105,EOC346,,clock,kaiBC-_03h,wt_24h,3h,,,,,,,,,,,,,,,,,,,True,True,True
SRX359380,SRR1001864,2013-12-04 16:41:15,2013-09-24 07:27:01,10394961,530143011,0,51,290,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/001/SRR1001864/SRR1001864.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP030395,PRJNA221220,2,221220,SRS487015,SAMN02362689,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM1238996,,,,,,,no,,,,,GEO,SRA103947,,public,D9E71E5673382FC9387E83D81CBEE569,5DD7A17A3F8FE3006D4ED1D5843AA235,,,,24315105,EOC346,,clock,kaiBC-_12h,wt_24h,12h,,,,,,,,,,,,,,,,,,,True,True,True
SRX359381,SRR1001865,2013-12-04 16:41:15,2013-09-24 07:26:57,9956083,507760233,0,51,277,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/001/SRR1001865/SRR1001865.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP030395,PRJNA221220,2,221220,SRS487016,SAMN02362684,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM1238997,,,,,,,no,,,,,GEO,SRA103947,,public,61E61DC17DDDEC34620B602564EB0EF9,21D8B7A24B9EB3CAC54DC3D136C25552,,,,24315105,EOC339,,clock,empty_IPTG_00h,wt_24h,0h,,,,,,,,,,,,,,,,,,,True,True,True
SRX359382,SRR1001866,2013-12-04 16:41:15,2013-09-24 07:27:11,12250324,624766524,0,51,336,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/001/SRR1001866/SRR1001866.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP030395,PRJNA221220,2,221220,SRS487017,SAMN02362696,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM1238998,,,,,,,no,,,,,GEO,SRA103947,,public,F00FF3587932DD37EEAC7C0F05CD2D23,F7E738CFA2D2B95F4483941943E11B87,,,,24315105,EOC339,,clock,empty_IPTG_3h,wt_24h,3h,,,,,,,,,,,,,,,,,,,True,True,True
SRX359383,SRR1001867,2013-12-04 16:41:15,2013-09-24 07:27:30,12167077,620520927,0,51,339,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/001/SRR1001867/SRR1001867.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP030395,PRJNA221220,2,221220,SRS487018,SAMN02362690,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM1238999,,,,,,,no,,,,,GEO,SRA103947,,public,4A26AC1BCAA35EA572AACA031D45D1FE,9CEB9B2CDC0FF7B86C89668EB69885B7,,,,24315105,EOC339,,clock,empty_IPTG_12h,wt_24h,12h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105497,SRR7188773,2019-05-20 16:28:41,2018-05-21 10:45:09,13566664,678333200,0,50,395,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188773.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321322,SAMN09230269,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147422,,,,,,,no,,,,,GEO,SRA707995,,public,9736F5118CC86DFC3859A5A142BD725D,C2F04DF7C3562B8D0BCCD285F3553142,,,,,,,sigFactor,del_sigF_24h,del_rpoD2_0h,24h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105498,SRR7188774,2019-05-20 16:28:41,2018-05-21 10:46:55,18071214,903560700,0,50,525,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188774.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321321,SAMN09230268,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147423,,,,,,,no,,,,,GEO,SRA707995,,public,B239963890B55A291E7D5BDED43B1A1A,39FBE6FADD588498691441727BEFCB48,,,,,,,sigFactor,del_sigF_28h,del_rpoD2_0h,28h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105499,SRR7188775,2019-05-20 16:28:41,2018-05-21 10:44:58,12689107,634455350,0,50,367,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188775.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321323,SAMN09230267,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147424,,,,,,,no,,,,,GEO,SRA707995,,public,F3B3E757170EC56E167D27E386C4FA87,6B9F035A1D37B6D2D1FA9D228BE8196E,,,,,,,sigFactor,del_sigF_32h,del_rpoD2_0h,32h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105500,SRR7188776,2019-05-20 16:28:41,2018-05-21 10:47:59,28711730,1435586500,0,50,835,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188776.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321324,SAMN09230266,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147425,,,,,,,no,,,,,GEO,SRA707995,,public,8F5AE21EC7BDDC384DEE5098A4D7791A,49282BD616BFE6F02026C82D4F51FAB1,,,,,,,sigFactor,del_sigF_36h,del_rpoD2_0h,36h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105501,SRR7188777,2019-05-20 16:28:41,2018-05-21 10:45:09,12954330,647716500,0,50,378,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188777.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321325,SAMN09230265,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147426,,,,,,,no,,,,,GEO,SRA707995,,public,EF07A1C2928B7185675D82C44C1CAE19,26E31CDD1BCCAF1405100237668FFF08,,,,,,,sigFactor,del_sigF_40h,del_rpoD2_0h,40h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105502,SRR7188778,2019-05-20 16:28:41,2018-05-21 10:47:34,20595775,1029788750,0,50,596,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188778.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321326,SAMN09230240,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147427,,,,,,,no,,,,,GEO,SRA707995,,public,484D58E04AFEE5A793805B927682341D,FA021627E546D8EFBE9A3AE7F78C1C82,,,,,,,sigFactor,del_sigF_44h,del_rpoD2_0h,44h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105503,SRR7188779,2019-05-20 16:28:41,2018-05-21 10:47:55,20960679,1048033950,0,50,610,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188779.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321327,SAMN09230239,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147428,,,,,,,no,,,,,GEO,SRA707995,,public,393B00297BA6D66D5F888F4ED6F748BE,B596D149E82FEC1B9F3FA9FC37135861,,,,,,,sigFactor,del_sigF_24h,del_rpoD2_0h,24h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105504,SRR7188780,2019-05-20 16:28:41,2018-05-21 10:46:41,18237617,911880850,0,50,534,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188780.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321328,SAMN09230238,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147429,,,,,,,no,,,,,GEO,SRA707995,,public,E9B854F1FC3ABC7557A30E22038F6A3C,14524F625C43A20C38C74A02424B7E90,,,,,,,sigFactor,del_sigF_28h,del_rpoD2_0h,28h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105505,SRR7188781,2019-05-20 16:28:41,2018-05-21 10:46:41,14423625,721181250,0,50,423,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188781.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321329,SAMN09230237,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147430,,,,,,,no,,,,,GEO,SRA707995,,public,E06CB452796C110B2641F9F9BAAC1816,CC11B17D9D57EBC021A6B5C07DB40B7B,,,,,,,sigFactor,del_sigF_32h,del_rpoD2_0h,32h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105509,SRR7188785,2019-05-20 16:28:41,2018-05-21 10:46:08,10788879,539443950,0,50,314,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188785.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321333,SAMN09230233,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147434,,,,,,,no,,,,,GEO,SRA707995,,public,D21AA8E8319B21DACED3CB5FCF5875FE,186B88B021E644855B9FA322BD8B0C92,,,,,,,sigFactor,del_sigF_40h,del_rpoD2_0h,40h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105510,SRR7188786,2019-05-20 16:28:41,2018-05-21 10:46:53,16270034,813501700,0,50,471,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188786.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321334,SAMN09230274,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147435,,,,,,,no,,,,,GEO,SRA707995,,public,D6FB6274EF1FC5CD4B25E727503F32C5,BCC845B35CD89BC64C668CC3222F95B1,,,,,,,sigFactor,del_sigF_44h,del_rpoD2_0h,44h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105511,SRR7188787,2019-05-20 16:28:41,2018-05-21 10:46:02,3268961,242840345,0,74,80,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188787.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321336,SAMN09230273,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147436,,,,,,,no,,,,,GEO,SRA707995,,public,8E1C31D3BD1DDD5F78861D51F072F5CB,DB2B03CEB50FCCA635BF5B9EBC91AB05,,,,,,,sigFactor,del_kaiBC_rpaA_0h,del_rpoD2_0h,0h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105512,SRR7188788,2019-05-20 16:28:41,2018-05-21 10:46:36,4494136,333181978,0,74,111,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188788.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321335,SAMN09230272,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147437,,,,,,,no,,,,,GEO,SRA707995,,public,0BE9A92ED876E53A8785EF4C92C014C3,164B238B2EB471CE5492F769FF91B4BA,,,,,,,sigFactor,del_kaiBC_rpaA_0.5h,del_rpoD2_0h,0.5h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105513,SRR7188789,2019-05-20 16:28:41,2018-05-21 10:46:33,4078338,302549057,0,74,98,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188789.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321337,SAMN09230271,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147438,,,,,,,no,,,,,GEO,SRA707995,,public,F313B52E2AFCBF0DCE3FD32E525F57BA,DC738A351E64D0374056F68AA45B47EE,,,,,,,sigFactor,del_kaiBC_rpaA_2h,del_rpoD2_0h,2h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105514,SRR7188790,2019-05-20 16:28:41,2018-05-21 10:46:54,5148588,381425833,0,74,124,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188790.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321338,SAMN09230337,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147439,,,,,,,no,,,,,GEO,SRA707995,,public,39DE07C3B2BA2F26CD1E091232333681,06C68D5CD76C79ABEF183B374EE4457F,,,,,,,sigFactor,del_kaiBC_rpaA_3h,del_rpoD2_0h,3h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105516,SRR7188792,2019-05-20 16:28:41,2018-05-21 10:46:48,4800151,357077910,0,74,116,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188792.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321340,SAMN09230335,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147441,,,,,,,no,,,,,GEO,SRA707995,,public,613BEB0712774E6B837D3D8E1D765B63,D62565457399FB5B39533393E366CA0F,,,,,,,sigFactor,del_kaiBC_rpaA_9h,del_rpoD2_0h,9h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105522,SRR7188798,2019-05-20 16:28:41,2018-05-21 10:48:44,17852537,892626850,0,50,635,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188798.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321346,SAMN09230329,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147447,,,,,,,no,,,,,GEO,SRA707995,,public,8A1125006AC12FCBFE8E25F418CB7E19,B16CE4C5530E012B8049289FB2C882C0,,,,,,,sigFactor,del_kaiBC_rpaA_6h,del_rpoD2_0h,6h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105525,SRR7188801,2019-05-20 16:28:42,2018-05-21 10:46:31,12315401,615770050,0,50,364,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188801.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321349,SAMN09230326,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147450,,,,,,,no,,,,,GEO,SRA707995,,public,25A975676D13A10BB1FEA69CAA49642B,4D514B4E2AB57A2737D7A89628F007D9,,,,,,,sigFactor,del_rpoD2_0h,del_rpoD2_0h,0h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105526,SRR7188802,2019-05-20 16:28:42,2018-05-21 10:47:19,21900022,1095001100,0,50,648,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188802.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321350,SAMN09230325,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147451,,,,,,,no,,,,,GEO,SRA707995,,public,C3DA519743881DE96B2A44808D4CE6C3,C9411B8ED21BCBBDEDCB984DD200C065,,,,,,,sigFactor,del_rpoD2_0.5h,del_rpoD2_0h,0.5h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105527,SRR7188803,2019-05-20 16:28:42,2018-05-21 10:47:23,17827079,891353950,0,50,525,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188803.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321351,SAMN09230324,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147452,,,,,,,no,,,,,GEO,SRA707995,,public,8E0223342884E24B60A10984593F14E8,26B69620550AB1DB4477FCD70EEA6F3F,,,,,,,sigFactor,del_rpoD2_2h,del_rpoD2_0h,2h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105528,SRR7188804,2019-05-20 16:28:42,2018-05-21 10:47:01,17358360,867918000,0,50,515,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188804.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321352,SAMN09230323,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147453,,,,,,,no,,,,,GEO,SRA707995,,public,3820D2E38A96280A4C4086312201AD31,3724365B8778D650269BF002C467772A,,,,,,,sigFactor,del_rpoD2_3h,del_rpoD2_0h,3h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105529,SRR7188805,2019-05-20 16:28:42,2018-05-21 10:47:34,20916749,1045837450,0,50,618,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188805.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321353,SAMN09230322,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147454,,,,,,,no,,,,,GEO,SRA707995,,public,A9A2A4444AEBCD10F06B8994DB1B65DE,654DF695B23A543778C98300B7A24B93,,,,,,,sigFactor,del_rpoD2_6h,del_rpoD2_0h,6h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105530,SRR7188806,2019-05-20 16:28:42,2018-05-21 10:48:29,24558709,1227935450,0,50,724,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188806.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321354,SAMN09230321,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147455,,,,,,,no,,,,,GEO,SRA707995,,public,9C4F8BB47434A0A3EF5E53D18A810617,B7E01786DC0D0F87D305ADBD9EFAE8A9,,,,,,,sigFactor,del_rpoD2_9h,del_rpoD2_0h,9h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105533,SRR7188809,2019-05-20 16:28:42,2018-05-21 10:47:07,16257562,812878100,0,50,481,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188809.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321357,SAMN09230318,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147458,,,,,,,no,,,,,GEO,SRA707995,,public,16C7685EE417D41CD5CCDFC8142312F4,10B5D55650AB119A56339AA2069483DB,,,,,,,sigFactor,del_rpoD2_0h,del_rpoD2_0h,0h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105536,SRR7188812,2019-05-20 16:28:42,2018-05-21 10:47:27,15590917,779545850,0,50,465,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188812.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321360,SAMN09230315,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147461,,,,,,,no,,,,,GEO,SRA707995,,public,50C3A8E01EA83286AB407F32F540CEEC,86BAB48184F540999882C174AD62B707,,,,,,,sigFactor,del_rpoD2_2h,del_rpoD2_0h,2h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105537,SRR7188813,2019-05-20 16:28:42,2018-05-21 10:46:33,9117939,455896950,0,50,272,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188813.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321361,SAMN09230314,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147462,,,,,,,no,,,,,GEO,SRA707995,,public,4EBC3C8E8BC54CB55AC1C81887BDAE17,1E7FBDD3E2381A135457381F8AC413C1,,,,,,,sigFactor,del_rpoD2_3h,del_rpoD2_0h,3h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105538,SRR7188814,2019-05-20 16:28:42,2018-05-21 10:47:55,18452104,922605200,0,50,545,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188814.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321362,SAMN09230313,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147463,,,,,,,no,,,,,GEO,SRA707995,,public,F1E381A0A19A70D7B1F35640222AABEB,C4E872C42B56CEEA4B64046CA6B09F1F,,,,,,,sigFactor,del_rpoD2_6h,del_rpoD2_0h,6h,,,,,,,,,,,,,,,,,,,True,True,True
SRX4105539,SRR7188815,2019-05-20 16:28:42,2018-05-21 10:46:59,12077848,603892400,0,50,357,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188815.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP148555,PRJNA472248,,472248,SRS3321363,SAMN09230312,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM3147464,,,,,,,no,,,,,GEO,SRA707995,,public,5BA63DB08380701293E3936B9F1D5C1E,A85599F4C8535939877CEA8A8B87E9DF,,,,,,,sigFactor,del_rpoD2_9h,del_rpoD2_0h,9h,,,,,,,,,,,,,,,,,,,True,True,True
