Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2	Swift	publication	biosample_strain	biosample_genotype	project	condition	reference_condition	post_induction_time	strain_description	base_media	carbon_source	carbon_ml/min	nitrogen_source	inducer_agent	aerobicity	inoculation	supplement	temperature	entrainment	post_entrainment_condition	growth_phase	OD_wavelength	OD	fluorescent light	intensity	light_flux_umol/m2/s	skip	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	full_name	passed_replicate_correlations
SRX4105510	SRR7188786	2019-05-20 16:28:41	2018-05-21 10:46:53	16270034.0	813501700.0	0.0	50.0	471.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188786.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321334	SAMN09230274	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147435							no					GEO	SRA707995		public	D6FB6274EF1FC5CD4B25E727503F32C5	BCC845B35CD89BC64C668CC3222F95B1							sigFactor	del_sigF_44h	del_rpoD2_0h	44h																				True	True	True	sigFactor:del_sigF_44h	True
SRX4105525	SRR7188801	2019-05-20 16:28:42	2018-05-21 10:46:31	12315401.0	615770050.0	0.0	50.0	364.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188801.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321349	SAMN09230326	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147450							no					GEO	SRA707995		public	25A975676D13A10BB1FEA69CAA49642B	4D514B4E2AB57A2737D7A89628F007D9							sigFactor	del_rpoD2_0h	del_rpoD2_0h	0h																				True	True	True	sigFactor:del_rpoD2_0h	True
SRX4105527	SRR7188803	2019-05-20 16:28:42	2018-05-21 10:47:23	17827079.0	891353950.0	0.0	50.0	525.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188803.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321351	SAMN09230324	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147452							no					GEO	SRA707995		public	8E0223342884E24B60A10984593F14E8	26B69620550AB1DB4477FCD70EEA6F3F							sigFactor	del_rpoD2_2h	del_rpoD2_0h	2h																				True	True	True	sigFactor:del_rpoD2_2h	True
SRX4105528	SRR7188804	2019-05-20 16:28:42	2018-05-21 10:47:01	17358360.0	867918000.0	0.0	50.0	515.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188804.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321352	SAMN09230323	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147453							no					GEO	SRA707995		public	3820D2E38A96280A4C4086312201AD31	3724365B8778D650269BF002C467772A							sigFactor	del_rpoD2_3h	del_rpoD2_0h	3h																				True	True	True	sigFactor:del_rpoD2_3h	True
SRX4105529	SRR7188805	2019-05-20 16:28:42	2018-05-21 10:47:34	20916749.0	1045837450.0	0.0	50.0	618.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188805.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321353	SAMN09230322	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147454							no					GEO	SRA707995		public	A9A2A4444AEBCD10F06B8994DB1B65DE	654DF695B23A543778C98300B7A24B93							sigFactor	del_rpoD2_6h	del_rpoD2_0h	6h																				True	True	True	sigFactor:del_rpoD2_6h	True
SRX4105530	SRR7188806	2019-05-20 16:28:42	2018-05-21 10:48:29	24558709.0	1227935450.0	0.0	50.0	724.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188806.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321354	SAMN09230321	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147455							no					GEO	SRA707995		public	9C4F8BB47434A0A3EF5E53D18A810617	B7E01786DC0D0F87D305ADBD9EFAE8A9							sigFactor	del_rpoD2_9h	del_rpoD2_0h	9h																				True	True	True	sigFactor:del_rpoD2_9h	True
SRX4105533	SRR7188809	2019-05-20 16:28:42	2018-05-21 10:47:07	16257562.0	812878100.0	0.0	50.0	481.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188809.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321357	SAMN09230318	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147458							no					GEO	SRA707995		public	16C7685EE417D41CD5CCDFC8142312F4	10B5D55650AB119A56339AA2069483DB							sigFactor	del_rpoD2_0h	del_rpoD2_0h	0h																				True	True	True	sigFactor:del_rpoD2_0h	True
SRX4105536	SRR7188812	2019-05-20 16:28:42	2018-05-21 10:47:27	15590917.0	779545850.0	0.0	50.0	465.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188812.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321360	SAMN09230315	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147461							no					GEO	SRA707995		public	50C3A8E01EA83286AB407F32F540CEEC	86BAB48184F540999882C174AD62B707							sigFactor	del_rpoD2_2h	del_rpoD2_0h	2h																				True	True	True	sigFactor:del_rpoD2_2h	True
SRX4105537	SRR7188813	2019-05-20 16:28:42	2018-05-21 10:46:33	9117939.0	455896950.0	0.0	50.0	272.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188813.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321361	SAMN09230314	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147462							no					GEO	SRA707995		public	4EBC3C8E8BC54CB55AC1C81887BDAE17	1E7FBDD3E2381A135457381F8AC413C1							sigFactor	del_rpoD2_3h	del_rpoD2_0h	3h																				True	True	True	sigFactor:del_rpoD2_3h	True
SRX4105538	SRR7188814	2019-05-20 16:28:42	2018-05-21 10:47:55	18452104.0	922605200.0	0.0	50.0	545.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188814.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321362	SAMN09230313	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147463							no					GEO	SRA707995		public	F1E381A0A19A70D7B1F35640222AABEB	C4E872C42B56CEEA4B64046CA6B09F1F							sigFactor	del_rpoD2_6h	del_rpoD2_0h	6h																				True	True	True	sigFactor:del_rpoD2_6h	True
SRX4105539	SRR7188815	2019-05-20 16:28:42	2018-05-21 10:46:59	12077848.0	603892400.0	0.0	50.0	357.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188815.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321363	SAMN09230312	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147464							no					GEO	SRA707995		public	5BA63DB08380701293E3936B9F1D5C1E	A85599F4C8535939877CEA8A8B87E9DF							sigFactor	del_rpoD2_9h	del_rpoD2_0h	9h																				True	True	True	sigFactor:del_rpoD2_9h	True
SRX4105545	SRR7188821	2019-05-20 16:28:42	2018-05-21 10:44:19	3341653.0	246682675.0	0.0	73.0	81.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188821.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321370	SAMN09230208	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147470							no					GEO	SRA707995		public	4820BF97D2B3A86F6163177D9C913C75	66D68EBF6D2D3E78F9527B68A6F33E4E							sigFactor	del_rpoD6_6h	del_rpoD2_0h	6h																				True	True	True	sigFactor:del_rpoD6_6h	True
SRX4105552	SRR7188828	2019-05-20 16:28:42	2018-05-21 10:45:40	16450782.0	822539100.0	0.0	50.0	581.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188828.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321376	SAMN09230201	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147477							no					GEO	SRA707995		public	35C54C4F7B625CB2D7969E96645BEF21	36897E52882ACCA4EE5B4531988EF0E7							sigFactor	del_rpoD6_6h	del_rpoD2_0h	6h																				True	True	True	sigFactor:del_rpoD6_6h	True
SRX4105557	SRR7188833	2019-05-20 16:28:42	2018-05-21 10:44:21	3450089.0	255924164.0	0.0	74.0	84.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188833.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321381	SAMN09230196	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147482							no					GEO	SRA707995		public	D0F7AA4739235A06DE580A06A03AEC95	524DF607015E6E800595CDC619F8DAE9							sigFactor	del_rpoD5_2h	del_rpoD2_0h	2h																				True	True	True	sigFactor:del_rpoD5_2h	True
SRX4105558	SRR7188834	2019-05-20 16:28:42	2018-05-21 10:44:36	2565990.0	189833690.0	0.0	73.0	62.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188834.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321382	SAMN09230195	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147483							no					GEO	SRA707995		public	3A5641FB186FBDBA8E83DFDF37BDE322	D80823A1F2F5ECC0E86553C8C36894EC							sigFactor	del_rpoD5_3h	del_rpoD2_0h	3h																				True	True	True	sigFactor:del_rpoD5_3h	True
SRX4105559	SRR7188835	2019-05-20 16:28:42	2018-05-21 10:44:44	3196009.0	235333584.0	0.0	73.0	77.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188835.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321383	SAMN09230194	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147484							no					GEO	SRA707995		public	BF7FEA85AED4B328E780DD10D474CC07	F6D14190FBD4B5DCA52C9F7C4086E6C8							sigFactor	del_rpoD5_6h	del_rpoD2_0h	6h																				True	True	True	sigFactor:del_rpoD5_6h	True
SRX4105561	SRR7188837	2019-05-20 16:28:43	2018-05-21 10:46:22	14182011.0	709100550.0	0.0	50.0	503.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188837.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321385	SAMN09230192	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147486							no					GEO	SRA707995		public	182CEC4D51FDA3CFE9E1D6991B18A0B0	F700A4D9BE12B13788F2B1765971273B							sigFactor	del_rpoD5_12h	del_rpoD2_0h	12h																				True	True	True	sigFactor:del_rpoD5_12h	True
SRX4105564	SRR7188840	2019-05-20 16:28:43	2018-05-21 10:45:52	10715824.0	535791200.0	0.0	50.0	381.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188840.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321388	SAMN09230189	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147489							no					GEO	SRA707995		public	C1A9E2E9C4F13D39D66857578898DECF	BCB1DF16C5E3AC77A3D9700AA15C136B							sigFactor	del_rpoD5_2h	del_rpoD2_0h	2h																				True	True	True	sigFactor:del_rpoD5_2h	True
SRX4105565	SRR7188841	2019-05-20 16:28:43	2018-05-21 10:46:25	13619396.0	680969800.0	0.0	50.0	485.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188841.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321389	SAMN09230188	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147490							no					GEO	SRA707995		public	438E1D13B0069C82C51EE6F78D2C15D5	08A763FA35B5351BC9FB894FA853D489							sigFactor	del_rpoD5_3h	del_rpoD2_0h	3h																				True	True	True	sigFactor:del_rpoD5_3h	True
SRX4105566	SRR7188842	2019-05-20 16:28:43	2018-05-21 10:46:19	14789484.0	739474200.0	0.0	50.0	523.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188842.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321390	SAMN09230187	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147491							no					GEO	SRA707995		public	1EB55D933B42095E2D56EA316C420F4E	08942914A2453A202D34F1C2D2D2F7D3							sigFactor	del_rpoD5_6h	del_rpoD2_0h	6h																				True	True	True	sigFactor:del_rpoD5_6h	True
SRX4105568	SRR7188844	2019-05-20 16:28:43	2018-05-21 10:47:21	15242591.0	762129550.0	0.0	50.0	538.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188844.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321392	SAMN09230185	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147493							no					GEO	SRA707995		public	7ED2803F97D414AABC4E2229A521258A	FBF4CB1A34EACEAABC8B256BA02365D9							sigFactor	del_rpoD5_12h	del_rpoD2_0h	12h																				True	True	True	sigFactor:del_rpoD5_12h	True
UV_control_2															PAIRED			ILLUMINA																													s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/EiV_HRS_C10_15-20_min_into_UV_exposure_Control_2_UV-_S145_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/EiV_HRS_C10_15-20_min_into_UV_exposure_Control_2_UV-_S145_L002_R2_001.fastq.gz	False				in_house_1	UV_control	UV_control																					True	True	True	in_house_1:UV_control	True
UV_control_3															PAIRED			ILLUMINA																													s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/EiV_HRS_C12_15-20_min_into_UV_exposure_Control_3_UV-_S147_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/EiV_HRS_C12_15-20_min_into_UV_exposure_Control_3_UV-_S147_L002_R2_001.fastq.gz	False				in_house_1	UV_control	UV_control																					True	True	True	in_house_1:UV_control	True
UV_exposure_2															PAIRED			ILLUMINA																													s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/EiV_HRS_C9_15-20_min_into_UV_exposure_2_UV+_S144_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/EiV_HRS_C9_15-20_min_into_UV_exposure_2_UV+_S144_L002_R2_001.fastq.gz	False				in_house_1	UV_exposure	UV_control																					True	True	True	in_house_1:UV_exposure	True
UV_exposure_3															PAIRED			ILLUMINA																													s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/EiV_HRS_C11_15-20_min_into_UV_exposure_3_UV+_S146_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/EiV_HRS_C11_15-20_min_into_UV_exposure_3_UV+_S146_L002_R2_001.fastq.gz	False				in_house_1	UV_exposure	UV_control																					True	True	True	in_house_1:UV_exposure	True
wt_LL_1															PAIRED			ILLUMINA																													s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/EiV_HRS_Wt-1_LL_WT_light_sample_1_S75_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/EiV_HRS_Wt-1_LL_WT_light_sample_1_S75_L001_R2_001.fastq.gz	False				in_house_2	wt_LL	wt_LL																					True	True	True	in_house_2:wt_LL	True
wt_LL_2															PAIRED			ILLUMINA																													s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/EiV_HRS_wt-2_LL_WT_light_sample_2_S77_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/EiV_HRS_wt-2_LL_WT_light_sample_2_S77_L001_R2_001.fastq.gz	False				in_house_2	wt_LL	wt_LL																					True	True	True	in_house_2:wt_LL	True
